observedTaxon	observedTaxonID	organismQuantity	sex	lifeStage	organismQuantityType	surveyTargetID
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	male	adult	individuals	15-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	15-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	pup	individual	15-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	female	adult	individuals	16-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	male	adult	individuals	16-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	female	juvenile	individuals	16-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	79	male	juvenile	individuals	16-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	indeterminate	juvenile	individuals	16-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	14	indeterminate	pup	individuals	16-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	female	adult	individuals	16-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	10	male	adult	individuals	16-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	male	juvenile	individuals	16-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	pup	individual	16-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	female	adult	individuals	16-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	male	adult	individuals	16-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	female	juvenile	individuals	16-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	25	male	juvenile	individuals	16-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	indeterminate	juvenile	individuals	16-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	pup	individuals	16-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	male	juvenile	individual	16-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	female	adult	individuals	16-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	male	adult	individuals	16-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	16-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	16-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	female	adult	individuals	17-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	male	adult	individuals	17-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	16	female	juvenile	individuals	17-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	62	male	juvenile	individuals	17-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	39	indeterminate	juvenile	individuals	17-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	indeterminate	pup	individuals	17-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	unknown	individuals	17-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	male	juvenile	individual	17-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	11	female	adult	individuals	17-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	13	male	adult	individuals	17-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	adult	individuals	17-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	17-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	17-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	17-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	indeterminate	pup	individuals	17-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	male	adult	individuals	17-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	female	juvenile	individuals	17-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	12	male	juvenile	individuals	17-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	indeterminate	unknown	individuals	17-2-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	adult	individuals	17-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	adult	individuals	17-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	adult	individuals	17-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	17-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	17-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	13	female	adult	individuals	18-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	male	adult	individuals	18-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	24	female	juvenile	individuals	18-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	83	male	juvenile	individuals	18-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	52	indeterminate	juvenile	individuals	18-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	indeterminate	pup	individuals	18-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	9	female	adult	individuals	18-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	10	male	adult	individuals	18-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	adult	individual	18-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	18-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	18-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	indeterminate	pup	individuals	18-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	female	adult	individuals	18-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	23	male	adult	individuals	18-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	30	male	juvenile	individuals	18-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	indeterminate	juvenile	individuals	18-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	pup	individuals	18-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	indeterminate	unknown	individuals	18-2-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	adult	individuals	18-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	adult	individuals	18-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	adult	individuals	18-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	18-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	18-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	juvenile	individuals	18-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	pup	individual	18-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	14	female	adult	individuals	19-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	male	adult	individuals	19-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	19	female	juvenile	individuals	19-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	106	male	juvenile	individuals	19-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	81	indeterminate	juvenile	individuals	19-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	indeterminate	pup	individuals	19-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	indeterminate	unknown	individuals	19-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	19-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	adult	individual	19-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	female	adult	individuals	19-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	male	adult	individuals	19-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	adult	individuals	19-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	juvenile	individuals	19-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	19-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	indeterminate	pup	individuals	19-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	12	female	juvenile	individuals	19-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	30	male	juvenile	individuals	19-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	29	indeterminate	juvenile	individuals	19-2-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	female	adult	individuals	19-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	adult	individuals	19-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	indeterminate	adult	individuals	19-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	19-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	19-2-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	male	adult	individual	20-1-344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	indeterminate	adult	individual	20-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	24	female	adult	individuals	20-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	male	adult	individuals	20-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	25	female	juvenile	individuals	20-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	100	male	juvenile	individuals	20-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	31	indeterminate	juvenile	individuals	20-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	pup	individuals	20-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	indeterminate	unknown	individuals	20-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	20-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	adult	individual	20-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	9	female	adult	individuals	20-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	11	male	adult	individuals	20-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	adult	individuals	20-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	female	juvenile	individuals	20-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	20-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	20-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	pup	individual	20-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	female	juvenile	individuals	20-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	37	male	juvenile	individuals	20-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	indeterminate	juvenile	individuals	20-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	pup	individuals	20-2-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	adult	individuals	20-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	20-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	20-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	20-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	pup	individuals	20-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	36	female	adult	individuals	21-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	adult	individual	21-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	32	female	juvenile	individuals	21-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	67	male	juvenile	individuals	21-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	45	indeterminate	juvenile	individuals	21-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	pup	individuals	21-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	21-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	female	adult	individuals	21-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	21-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	adult	individuals	21-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	21-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	21-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	pup	individual	21-1-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	female	adult	individual	21-2-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	female	juvenile	individuals	21-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	27	male	juvenile	individuals	21-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	indeterminate	juvenile	individuals	21-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	pup	individuals	21-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	21-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	female	adult	individuals	21-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	male	adult	individuals	21-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	juvenile	individuals	21-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	21-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	female	adult	individuals	22-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	female	juvenile	individuals	22-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	male	juvenile	individuals	22-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	34	indeterminate	juvenile	individuals	22-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	22-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	adult	individuals	22-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	22-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	juvenile	individuals	22-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	22-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	male	adult	individuals	22-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	juvenile	individuals	22-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	male	juvenile	individuals	22-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	juvenile	individuals	22-2-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	adult	individuals	22-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	22-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	22-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	juvenile	individuals	22-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	90	female	adult	individuals	23-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	male	adult	individuals	23-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	female	juvenile	individuals	23-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	38	male	juvenile	individuals	23-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	64	indeterminate	juvenile	individuals	23-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	indeterminate	unknown	individuals	23-1-231413
